KEGG_pathway,Biochemical_class,Enzyme_class,PDB_structure,Mode_of_action,Outcome
"Cell adhesion molecules (CAMs), T cell receptor signaling pathway, Intestinal immune network for IgA production, Type I diabetes mellitus, Measles, Autoimmune thyroid disease, Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease, Viral myocarditis",,,"5GJI, 5GJH, 5AUL, 3WA4, 1YJD",.,1.0
"Cell adhesion molecules (CAMs), T cell receptor signaling pathway, Intestinal immune network for IgA production, Type I diabetes mellitus, Measles, Autoimmune thyroid disease, Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease, Viral myocarditis",,,"5GJI, 5GJH, 5AUL, 3WA4, 1YJD",Inhibitor,1.0
"Cell adhesion molecules (CAMs), T cell receptor signaling pathway, Intestinal immune network for IgA production, Type I diabetes mellitus, Measles, Autoimmune thyroid disease, Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease, Viral myocarditis",,,"5GJI, 5GJH, 5AUL, 3WA4, 1YJD",Immunomodulator,1.0
"Cell adhesion molecules (CAMs), T cell receptor signaling pathway, Intestinal immune network for IgA production, Type I diabetes mellitus, Measles, Autoimmune thyroid disease, Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease, Viral myocarditis",,,"5GJI, 5GJH, 5AUL, 3WA4, 1YJD",Modulator,1.0
"Cell adhesion molecules (CAMs), T cell receptor signaling pathway, Intestinal immune network for IgA production, Type I diabetes mellitus, Measles, Autoimmune thyroid disease, Systemic lupus erythematosus, Rheumatoid arthritis, Allograft rejection, Graft-versus-host disease, Viral myocarditis",,,"5GJI, 5GJH, 5AUL, 3WA4, 1YJD",Antagonist,1.0
"Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Tight junction, T cell receptor signaling pathway, Hepatitis B, Measles, HTLV-I infection, Pathways in cancer, Viral carcinogenesis, Pancreatic cancer, Glioma, Melanoma, Bladder cancer, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer",Kinase,Transferases,"5FWP, 5FWM, 5FWL, 5FWK, 3G33",Inhibitor,1.0
"Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Tight junction, T cell receptor signaling pathway, Hepatitis B, Measles, HTLV-I infection, Pathways in cancer, Viral carcinogenesis, Pancreatic cancer, Glioma, Melanoma, Bladder cancer, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer",Kinase,Transferases,"5FWP, 5FWM, 5FWL, 5FWK, 3G33",Modulator,1.0
"ErbB signaling pathway, Rap1 signaling pathway, Chemokine signaling pathway, Endocytosis, VEGF signaling pathway, Focal adhesion, Adherens junction, Tight junction, Gap junction, Platelet activation, GABAergic synapse, Inflammatory mediator regulation of TRP channels, Regulation of actin cytoskeleton, GnRH signaling pathway, Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Oxytocin signaling pathway, Bacterial invasion of epithelial cells, Epithelial cell signaling in Helicobacter pylori infection, Shigellosis, Tuberculosis, Hepatitis B, Viral carcinogenesis, Proteoglycans in cancer",Kinase,Transferases,"6EHJ, 6C4S, 6ATE, 4MXZ, 4MXY",Inhibitor,1.0
"ErbB signaling pathway, Rap1 signaling pathway, Chemokine signaling pathway, Endocytosis, VEGF signaling pathway, Focal adhesion, Adherens junction, Tight junction, Gap junction, Platelet activation, GABAergic synapse, Inflammatory mediator regulation of TRP channels, Regulation of actin cytoskeleton, GnRH signaling pathway, Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Oxytocin signaling pathway, Bacterial invasion of epithelial cells, Epithelial cell signaling in Helicobacter pylori infection, Shigellosis, Tuberculosis, Hepatitis B, Viral carcinogenesis, Proteoglycans in cancer",Kinase,Transferases,"6EHJ, 6C4S, 6ATE, 4MXZ, 4MXY",Modulator,1.0
"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of antibiotics",Alkyl aryl transferase,Transferases,"5YGI, 5KSX, 5JV2, 5JV1, 5JV0",Inhibitor,1.0
"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of antibiotics",Alkyl aryl transferase,Transferases,"5YGI, 5KSX, 5JV2, 5JV1, 5JV0",Modulator,1.0
"PPAR signaling pathway, cAMP signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Hepatitis C",Nuclear hormone receptor,,"5HYK, 5AZT, 4CI4, 4BCR, 3VI8",Modulator,1.0
"PPAR signaling pathway, cAMP signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Hepatitis C",Nuclear hormone receptor,,"5HYK, 5AZT, 4CI4, 4BCR, 3VI8",Agonist,1.0
"PPAR signaling pathway, cAMP signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Hepatitis C",Nuclear hormone receptor,,"5HYK, 5AZT, 4CI4, 4BCR, 3VI8",Inhibitor,1.0
"PPAR signaling pathway, cAMP signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Hepatitis C",Nuclear hormone receptor,,"5HYK, 5AZT, 4CI4, 4BCR, 3VI8",Activator,1.0
"PPAR signaling pathway, cAMP signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Hepatitis C",Nuclear hormone receptor,,"5HYK, 5AZT, 4CI4, 4BCR, 3VI8",Antagonist,1.0
"Calcium signaling pathway, Neuroactive ligand-receptor interaction, Staphylococcus aureus infection",GPCR rhodopsin,,2B0X,Modulator,1.0
"Calcium signaling pathway, Neuroactive ligand-receptor interaction, Staphylococcus aureus infection",GPCR rhodopsin,,2B0X,Antagonist,1.0
"Calcium signaling pathway, Neuroactive ligand-receptor interaction, Staphylococcus aureus infection",GPCR rhodopsin,,2B0X,Agonist,1.0
"Calcium signaling pathway, Neuroactive ligand-receptor interaction, Staphylococcus aureus infection",GPCR rhodopsin,,2B0X,Inhibitor,1.0
"Notch signaling pathway, Alzheimer's disease",Amyloid beta-protein peptide,,"6IYC, 6GFI, 6CO3, 5W3P, 5VZY",Inhibitor,1.0
"Notch signaling pathway, Alzheimer's disease",Amyloid beta-protein peptide,,"6IYC, 6GFI, 6CO3, 5W3P, 5VZY",Modulator,1.0
"Notch signaling pathway, Alzheimer's disease",Amyloid beta-protein peptide,,"6IYC, 6GFI, 6CO3, 5W3P, 5VZY",.,1.0
"Notch signaling pathway, Alzheimer's disease",Amyloid beta-protein peptide,,"6IYC, 6GFI, 6CO3, 5W3P, 5VZY",Agonist,1.0
"Notch signaling pathway, Alzheimer's disease",Amyloid beta-protein peptide,,"6IYC, 6GFI, 6CO3, 5W3P, 5VZY",Binder,1.0
"Notch signaling pathway, Alzheimer's disease",Amyloid beta-protein peptide,,"6IYC, 6GFI, 6CO3, 5W3P, 5VZY",Antagonist,1.0
"Hematopoietic cell lineage, T cell receptor signaling pathway, Chagas disease (American trypanosomiasis), Measles, HTLV-I infection, Primary immunodeficiency",,,"2ROL, 1XIW, 1SY6, 1A81",.,1.0
"Hematopoietic cell lineage, T cell receptor signaling pathway, Chagas disease (American trypanosomiasis), Measles, HTLV-I infection, Primary immunodeficiency",,,"2ROL, 1XIW, 1SY6, 1A81",Modulator,1.0
"Hematopoietic cell lineage, T cell receptor signaling pathway, Chagas disease (American trypanosomiasis), Measles, HTLV-I infection, Primary immunodeficiency",,,"2ROL, 1XIW, 1SY6, 1A81",Binder,1.0
Cytokine-cytokine receptor interaction,,,1D01,CAR-T-Cell-Therapy,1.0
Cytokine-cytokine receptor interaction,,,1D01,Modulator,1.0
Cytokine-cytokine receptor interaction,,,1D01,.,1.0
Cytokine-cytokine receptor interaction,,,1D01,CAR-T-Cell-Therapy(Dual specific),1.0
"Purine metabolism, cGMP-PKG signaling pathway, cAMP signaling pathway, Morphine addiction",Phosphoric diester hydrolase,Hydrolases,1LRC,Inhibitor,1.0
"Purine metabolism, cGMP-PKG signaling pathway, cAMP signaling pathway, Morphine addiction",Phosphoric diester hydrolase,Hydrolases,1LRC,Modulator,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Staphylococcus aureus infection, Influenza A",Peptidase,Hydrolases,"6D40, 6D3Z, 6D3Y, 6D3X, 5UGG",Inhibitor,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Staphylococcus aureus infection, Influenza A",Peptidase,Hydrolases,"6D40, 6D3Z, 6D3Y, 6D3X, 5UGG",Modulator,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Staphylococcus aureus infection, Influenza A",Peptidase,Hydrolases,"6D40, 6D3Z, 6D3Y, 6D3X, 5UGG",Activator,1.0
"Steroid hormone biosynthesis, Metabolic pathways, Ovarian steroidogenesis, Prolactin signaling pathway",Paired donor oxygen oxidoreductase,Oxidoreductases,"6CIZ, 6CIR, 6CHI, 5UYS, 5IRV",Inhibitor,1.0
"Steroid hormone biosynthesis, Metabolic pathways, Ovarian steroidogenesis, Prolactin signaling pathway",Paired donor oxygen oxidoreductase,Oxidoreductases,"6CIZ, 6CIR, 6CHI, 5UYS, 5IRV",Modulator,1.0
"Purine metabolism, Drug metabolism - other enzymes, Metabolic pathways",CH-OH donor oxidoreductase,Oxidoreductases,"6I0O, 6I0M, 1NFB, 1NF7, 1B3O",Inhibitor,1.0
"Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Hepatitis B, Measles, Pathways in cancer, Viral carcinogenesis, MicroRNAs in cancer, Pancreatic cancer, Glioma, Melanoma, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer",Kinase,Transferases,"5L2T, 5L2S, 5L2I, 4TTH, 4EZ5",Inhibitor,1.0
"Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Hepatitis B, Measles, Pathways in cancer, Viral carcinogenesis, MicroRNAs in cancer, Pancreatic cancer, Glioma, Melanoma, Chronic myeloid leukemia, Small cell lung cancer, Non-small cell lung cancer",Kinase,Transferases,"5L2T, 5L2S, 5L2I, 4TTH, 4EZ5",Modulator,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",Binder,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",Modulator,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",Inhibitor,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",.,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",Antagonist,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",Agonist,1.0
"Estrogen signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Endocrine and other factor-regulated calcium reabsorption, Proteoglycans in cancer",Nuclear hormone receptor,,"6IAR, 6HMU, 6HKF, 6HKB, 6HHP",Degrader,1.0
"Tryptophan metabolism, Metabolic pathways, African trypanosomiasis",Oxygenase,Oxidoreductases,"6MQ6, 6F0A, 6DPR, 6DPQ, 6CXV",Inhibitor,1.0
"Tryptophan metabolism, Metabolic pathways, African trypanosomiasis",Oxygenase,Oxidoreductases,"6MQ6, 6F0A, 6DPR, 6DPQ, 6CXV",Binder,1.0
"Tryptophan metabolism, Metabolic pathways, African trypanosomiasis",Oxygenase,Oxidoreductases,"6MQ6, 6F0A, 6DPR, 6DPQ, 6CXV",Antagonist,1.0
"Tryptophan metabolism, Metabolic pathways, African trypanosomiasis",Oxygenase,Oxidoreductases,"6MQ6, 6F0A, 6DPR, 6DPQ, 6CXV",Modulator,1.0
"Tryptophan metabolism, Metabolic pathways, African trypanosomiasis",Oxygenase,Oxidoreductases,"6MQ6, 6F0A, 6DPR, 6DPQ, 6CXV",.,1.0
"MAPK signaling pathway, ErbB signaling pathway, Rap1 signaling pathway, cAMP signaling pathway, Chemokine signaling pathway, FoxO signaling pathway, mTOR signaling pathway, Vascular smooth muscle contraction, Focal adhesion, Natural killer cell mediated cytotoxicity, Long-term potentiation, Neurotrophin signaling pathway, Serotonergic synapse, Long-term depression, Regulation of actin cytoskeleton, Insulin signaling pathway, Progesterone-mediated oocyte maturation, Alcoholism, Hepatitis C, Pathways in cancer, Proteoglycans in cancer, Colorectal cancer, Renal cell carcinoma, Pancreatic cancer, Endometrial cancer, Glioma, Prostate cancer, Thyroid cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Non-small cell lung cancer",Kinase,Transferases,"6CAD, 6B8U, 5VYK, 5VR3, 5VAM",Inhibitor,1.0
"MAPK signaling pathway, ErbB signaling pathway, Rap1 signaling pathway, cAMP signaling pathway, Chemokine signaling pathway, FoxO signaling pathway, mTOR signaling pathway, Vascular smooth muscle contraction, Focal adhesion, Natural killer cell mediated cytotoxicity, Long-term potentiation, Neurotrophin signaling pathway, Serotonergic synapse, Long-term depression, Regulation of actin cytoskeleton, Insulin signaling pathway, Progesterone-mediated oocyte maturation, Alcoholism, Hepatitis C, Pathways in cancer, Proteoglycans in cancer, Colorectal cancer, Renal cell carcinoma, Pancreatic cancer, Endometrial cancer, Glioma, Prostate cancer, Thyroid cancer, Melanoma, Bladder cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Non-small cell lung cancer",Kinase,Transferases,"6CAD, 6B8U, 5VYK, 5VR3, 5VAM",Modulator,1.0
"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, Endocytosis, PI3K-Akt signaling pathway, Signaling pathways regulating pluripotency of stem cells, Regulation of actin cytoskeleton, Pathways in cancer, MicroRNAs in cancer, Bladder cancer, Central carbon metabolism in cancer",Kinase,Transferases,"4K33, 2LZL, 1RY7",Inhibitor,1.0
"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, Endocytosis, PI3K-Akt signaling pathway, Signaling pathways regulating pluripotency of stem cells, Regulation of actin cytoskeleton, Pathways in cancer, MicroRNAs in cancer, Bladder cancer, Central carbon metabolism in cancer",Kinase,Transferases,"4K33, 2LZL, 1RY7",.,1.0
"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, Endocytosis, PI3K-Akt signaling pathway, Signaling pathways regulating pluripotency of stem cells, Regulation of actin cytoskeleton, Pathways in cancer, MicroRNAs in cancer, Bladder cancer, Central carbon metabolism in cancer",Kinase,Transferases,"4K33, 2LZL, 1RY7",Antagonist,1.0
"cGMP-PKG signaling pathway, cAMP signaling pathway, Sphingolipid signaling pathway, Neuroactive ligand-receptor interaction, Morphine addiction",GPCR rhodopsin,,"6D9H, 5UEN, 5N2S",Inhibitor,1.0
"cGMP-PKG signaling pathway, cAMP signaling pathway, Sphingolipid signaling pathway, Neuroactive ligand-receptor interaction, Morphine addiction",GPCR rhodopsin,,"6D9H, 5UEN, 5N2S",Modulator,1.0
"cGMP-PKG signaling pathway, cAMP signaling pathway, Sphingolipid signaling pathway, Neuroactive ligand-receptor interaction, Morphine addiction",GPCR rhodopsin,,"6D9H, 5UEN, 5N2S",Antagonist,1.0
"cGMP-PKG signaling pathway, cAMP signaling pathway, Sphingolipid signaling pathway, Neuroactive ligand-receptor interaction, Morphine addiction",GPCR rhodopsin,,"6D9H, 5UEN, 5N2S",Agonist,1.0
"AMPK signaling pathway, Oxytocin signaling pathway",Kinase,Transferases,"5KS5, 5J8H",Inhibitor,1.0
"Galactose metabolism, Starch and sucrose metabolism, Metabolic pathways, Carbohydrate digestion and absorption",Glycosylase,,"3TOP, 3TON, 3L4Z, 3L4Y, 3L4X",Modulator,1.0
"Galactose metabolism, Starch and sucrose metabolism, Metabolic pathways, Carbohydrate digestion and absorption",Glycosylase,,"3TOP, 3TON, 3L4Z, 3L4Y, 3L4X",Inhibitor,1.0
"Calcium signaling pathway, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Melanogenesis, Pathways in cancer",GPCR rhodopsin,,"6IGL, 6IGK, 5XPR, 5X93, 5GLI",Modulator,1.0
"Calcium signaling pathway, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Melanogenesis, Pathways in cancer",GPCR rhodopsin,,"6IGL, 6IGK, 5XPR, 5X93, 5GLI",Antagonist,1.0
"Calcium signaling pathway, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Melanogenesis, Pathways in cancer",GPCR rhodopsin,,"6IGL, 6IGK, 5XPR, 5X93, 5GLI",Agonist,1.0
"Calcium signaling pathway, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Melanogenesis, Pathways in cancer",GPCR rhodopsin,,"6IGL, 6IGK, 5XPR, 5X93, 5GLI",Inhibitor,1.0
"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of antibiotics",Paired donor oxygen oxidoreductase,Oxidoreductases,"6C6R, 6C6P, 6C6N",Inhibitor,1.0
"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of antibiotics",Paired donor oxygen oxidoreductase,Oxidoreductases,"6C6R, 6C6P, 6C6N",Modulator,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Regulation of actin cytoskeleton",Peptidase,Hydrolases,"8KME, 7KME, 6EO9, 6EO8, 6EO7",Inhibitor,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Regulation of actin cytoskeleton",Peptidase,Hydrolases,"8KME, 7KME, 6EO9, 6EO8, 6EO7",Modulator,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Regulation of actin cytoskeleton",Peptidase,Hydrolases,"8KME, 7KME, 6EO9, 6EO8, 6EO7",Cofactor,1.0
"Neuroactive ligand-receptor interaction, Complement and coagulation cascades, Regulation of actin cytoskeleton",Peptidase,Hydrolases,"8KME, 7KME, 6EO9, 6EO8, 6EO7",.,1.0
"Glycerolipid metabolism, Metabolic pathways, Pancreatic secretion, Fat digestion and absorption, Vitamin digestion and absorption",Carboxylic ester hydrolase,Hydrolases,"1N8S, 1LPB, 1LPA, 1GPL",Inhibitor,1.0
"Glycerolipid metabolism, Metabolic pathways, Pancreatic secretion, Fat digestion and absorption, Vitamin digestion and absorption",Carboxylic ester hydrolase,Hydrolases,"1N8S, 1LPB, 1LPA, 1GPL",Modulator,1.0
